prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
535 000 zł,75 m²,"Duże, 4-pokojowe mieszkanie Nowe Miasto",4,do zamieszkania,Współrzędne dokładne,"Białystok, Nowe Miasto, ul. Zachodnia",53.110149,23.124804,2/2,790 zł,pełna własność,balkon,Zapytaj,brak informacji,1996,blok,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,beton,wtórny
180 000 zł,"28,25 m²",Kawalerka centrum Suwałki,1,do zamieszkania,Współrzędne dokładne,"ul. 1 Maja , Suwałki, Suwałki",54.099131,22.936369,2/4,300 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,domofon / wideofon,cegła,wtórny
499 000 zł,"57,7 m²",Depowa 57 m2 3 pok. I p z garazem i komórką 499000,2,do wykończenia,Współrzędne dokładne,"Białystok, Przydworcowe, ul. Stołeczna",53.131519,23.141401,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,wtórny
599 000 zł,"41,97 m²",Kameralny Apartament W Sercu Puszczy Białowieskiej,2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Hajnówka, hajnowski, podlaskie",52.74674,23.57178,parter/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2020,blok,tak,brak informacji,brak informacji,cegła,wtórny
255 000 zł,32 m²,* Mieszkanie 32m2 os. Dziesięciny *,1,do remontu,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Dziesięciny, Białystok, Białystok",53.15358,23.13427,3/3,350 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,1996,blok,nie,brak informacji,brak informacji,cegła,wtórny
295 000 zł,"48,9 m²",Wygodne mieszkanie na sprzedaż,3,do zamieszkania,Współrzędne dokładne,"ul. Konstytucji 3 Maja , Łomża, Łomża",53.161726,22.067477,4/4,Zapytaj,spółdzielcze własnościowe,balkon,Zapytaj,brak informacji,1980,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
514 000 zł,"56,35 m²",Ujmująca inwestycja!!!,3,do wykończenia,Współrzędne dokładne,"ul. Spokojna , Białystok, Białystok",53.127675,23.123136,3/3,300 zł,Zapytaj,Zapytaj,garaż/miejsce parkingowe,2022-11-23,2023,apartamentowiec,tak,brak informacji,"monitoring / ochrona, domofon / wideofon",cegła,pierwotny
434 000 zł,"55,4 m²",Nowoczesne mieszkanie na ul. Antoniukowskiej,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Antoniuk, Białystok, Białystok",53.142609,23.134845,4/4,382 zł,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
555 000 zł,75 m²,"Os. Piasta, 4 pokoje 75 m2, Duży balkon i piwnica",4,Zapytaj,Współrzędne dokładne,"Piasta, Białystok, Białystok",53.13231,23.18319,3/4,750 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,1995,blok,nie,brak informacji,domofon / wideofon,cegła,wtórny
355 000 zł,44 m²,Mieszkanie na Wysokim Stoczku w cegle!,2,do zamieszkania,Współrzędne dokładne,"Białystok, Wysoki Stoczek, Aleja Konstytucji 3 Maja",53.14519,23.11397,4/4,Zapytaj,spółdzielcze wł. z KW,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,wtórny
499 000 zł,"48,2 m²","Bacieczki, 2 Pokojowe, po remoncie 48,2 m2, garaż",2,do zamieszkania,Współrzędne dokładne,"Bacieczki, Białystok, Białystok",53.14982,23.08885,1/3,320 zł,Zapytaj,balkon,garaż/miejsce parkingowe,2022-11-01,2004,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
337 000 zł,"49,5 m²","3 pokoje, ul.Warszawska, os. Bojary",3,Zapytaj,Współrzędne dokładne,"Białystok, Piasta I, ul. Warszawska",53.130877,23.173551,8/10,370 zł,pełna własność,balkon,Zapytaj,brak informacji,1975,blok,tak,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",wielka płyta,wtórny
359 000 zł,70 m²,4 pokojowe mieszkanie w Centrum Suwałk,4,Zapytaj,Współrzędne dokładne,"ul. gen. Józefa Dwernickiego , Suwałki, Suwałki",54.10664,22.9321,3/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
199 000 zł,"57,9 m²",Mieszkanie 3 pokoje + Garaż + działka w Czerwonce,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Czerwonka, suwalski, podlaskie",54.19486,23.0151,1/2,660 zł,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,beton komórkowy,wtórny
785 000 zł,"73,39 m²",3 pokoje - 2 tarasy - m. parkingowe,3,do zamieszkania,Współrzędne dokładne,"Białystok, Białostoczek, al. Tysiąclecia Państwa Polskiego",53.151351,23.155669,2/15,750 zł,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2011,apartamentowiec,tak,brak informacji,monitoring / ochrona,brak informacji,wtórny
609 000 zł,"58,71 m²",* Bojary * Wszystko pod ręką * 3 pokoje *,3,do zamieszkania,Współrzędne dokładne,"Białystok, Bojary, Jana III Sobieskiego",53.139329,23.175076,1/3,600 zł,spółdzielcze wł. z KW,balkon,garaż/miejsce parkingowe,brak informacji,2014,blok,tak,brak informacji,brak informacji,cegła,wtórny
Zapytaj o cenę,"41,58 m²",Mieszkanie od strony rzeki Białej | Centrum,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
429 000 zł,"72,4 m²",*3 pokoje*atrakcyjna cena*lokalizacja*,3,do zamieszkania,Współrzędne dokładne,"Leśna Dolina, Białystok, Białystok",53.128898,23.093864,4/4,540 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,1990,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
431 900 zł,"72,4 m²",>>Komfortowe Mieszkanie Po Remoncie,3,do zamieszkania,Współrzędne dokładne,"Białostoczek, Białystok, Białystok",53.145769,23.152357,4/4,Zapytaj,spółdzielcze wł. z KW,Zapytaj,Zapytaj,brak informacji,1987,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
Zapytaj o cenę,"40,78 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-29,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,3/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"54,66 m²",Mieszkanie w inwestycji Nowe Kolno | M39,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
699 000 zł,"74,29 m²","74,3 m2 developerski, 3pokoje. Hallera m. post.",3,do wykończenia,Współrzędne dokładne,"Białystok, Dziesięciny, Generała Józefa Hallera",53.151846,23.125085,2/5,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2020,blok,tak,brak informacji,brak informacji,cegła,wtórny
105 000 zł,54 m²,***Mieszkanie Na Sprzedaż*** ***Okazja***,3,do zamieszkania,Współrzędne dokładne,"Orla, bielski, podlaskie",52.70593,23.33227,1/1,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,1970,blok,nie,brak informacji,brak informacji,cegła,wtórny
Zapytaj o cenę,"38,76 m²",2-pokojowe mieszkanie w Centrum | ul. Jurowiecka,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
379 000 zł,40 m²,*Popularna Lokalizacja*1 Piętro*Tylko U Nas*,2,Zapytaj,Współrzędne dokładne,"Białystok, Białostoczek, Bitwy Białostockiej",53.14794,23.1613,1/3,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,2014,brak informacji,nie,brak informacji,brak informacji,cegła,wtórny
Zapytaj o cenę,"33,33 m²","2-pokojowe, z dużym balkonem B160 | VI",2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"61,04 m²",Mieszkanie w inwestycji Nowe Kolno | M49,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,76 m²","2-pokoje, widok na rzekę Apartamenty Jagiellońskie",2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
429 000 zł,65 m²,Leśna Dolina przestronne 3 pok.65 m2 cegła 429000,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Leśna Dolina, Białystok, Białystok",53.12917,23.09444,3/4,500 zł,pełna własność,balkon,Zapytaj,brak informacji,1992,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,wtórny
Zapytaj o cenę,"40,29 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-158,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"42,23 m²",Dwupokojowe Mieszkanie Nowe Kolno | M50,2,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"55,06 m²",3-pokojowe z widokiem na rzekę Białą w Centrum,3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
720 000 zł,80 m²,Mieszkanie z Antresolą* 80m2* Niski czynsz,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Centrum, Białystok, Białystok",53.139201,23.154832,3/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2015,apartamentowiec,tak,brak informacji,brak informacji,brak informacji,wtórny
275 000 zł,"34,1 m²",Oś. Centrum. 2 pokoje. Cegła.,2,do zamieszkania,Współrzędne dokładne,"os. Centrum , Grajewo, grajewski",53.65078,22.456829,2/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2008,blok,nie,brak informacji,brak informacji,cegła,wtórny
Zapytaj o cenę,"38,9 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-155,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"60,99 m²",Ustawne Mieszkanie Nowe Kolno | M51,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"58,71 m²",Trzypokojowe Mieszkanie Nowe Kolno | M12,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,25 m²",2-pokojowe mieszkanie | Centrum ul. Jurowiecka,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"52,92 m²",Nowe Mieszkanie w inwestycji Nowe Kolno | M13,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"56,72 m²",M11 Osiedle Parkowa – kup z rabatem do 33 000 zł!,3,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,1/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"38,83 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-150,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"54,19 m²",Mieszkanie w inwestycji Nowe Kolno | M14,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"38,79 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-28,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"65,17 m²",Nowoczesne Mieszkanie Nowe Kolno | M27,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
475 000 zł,"70,33 m²","Mieszkanie bezczynszowe 70,33 m2.Porosły",3,do wykończenia,Współrzędne dokładne,"ul. Sadowa , Białystok, Białystok",53.147299,23.185635,1/2,Zapytaj,pełna własność,ogródek,Zapytaj,2022-11-08,2022,szeregowiec,nie,telewizja kablowa,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,wtórny
Zapytaj o cenę,"36,96 m²",M17 Osiedle Parkowa – kup z rabatem do 33 000 zł!,2,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,2/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
270 000 zł,"37,27 m²",Dostępne od ręki!!! M21 A4,2,Zapytaj,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,5/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"54,91 m²",3-pokojowe z widokiem na rzekę | Centrum,3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"58,83 m²",M18 Osiedle Parkowa – kup z rabatem do 33 000 zł!,3,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,2/4,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
426 000 zł,60 m²,Warte uwagi wyposażone 3-pokojowe mieszkanie,3,do zamieszkania,Współrzędne dokładne,"Białystok, Nowe Miasto, ul. Stanisława Dubois",53.10693,23.12495,3/4,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
390 000 zł,"46,01 m²",Mieszkanie 2-pokojowe po kapitalnym remoncie.,2,Zapytaj,Współrzędne dokładne,"ul. Janusza Korczaka , Suwałki, Suwałki",54.106964,22.934414,3/4,505 zł,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
349 700 zł,"48,57 m²",Ustawne mieszkanie | Sobola Biel A.7 M49,3,do wykończenia,Współrzędne dokładne,"ul. Aleksandry Piłsudskiej , Suwałki, Suwałki",54.08858,22.938486,4/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"63,89 m²",3-pokojowe z widokiem na rzekę w Centrum miasta,3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
199 000 zł,"45,56 m²",Mieszkanie 2-pokojowe w Sejnach!,2,do remontu,Współrzędne dokładne,"Sejny, sejneński, podlaskie",54.106331,23.343721,2/3,670 zł,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,cegła,wtórny
573 000 zł,"69,79 m²",M jak Marczukowska | nowe mieszkanie M26,3,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
609 000 zł,59 m²,3 pokoje_59m2_I piętro_Sobieskiego_Białystok,3,do zamieszkania,Współrzędne dokładne,"Białystok, Bojary, ul. Jana Sobieskiego",53.138205,23.172892,1/3,700 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2013,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",cegła,wtórny
584 000 zł,"80,28 m²",# Mieszkanie z 2 balkonami i garażem #,4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Skorupy, Białystok, Białystok",53.121888,23.200556,1/1,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
372 000 zł,62 m²,*Mieszkanie gotowe do zmieszkania*A.Lityńskiego*,3,do zamieszkania,Współrzędne dokładne,"Suwałki, Suwałki, podlaskie",54.123417,22.932894,2/4,580 zł,Zapytaj,balkon,Zapytaj,brak informacji,1992,blok,nie,brak informacji,brak informacji,cegła,wtórny
389 000 zł,"33,97 m²",** 2-pokojowe mieszkanie * nowe budownictwo **,2,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wysoki Stoczek, Białystok, Białystok",53.14432,23.10577,3/8,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2015,blok,tak,"telewizja kablowa, internet",brak informacji,brak informacji,wtórny
407 055 zł,"50,45 m²",Duo Apartamenty | mieszkanie A/3,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,parter/2,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
376 000 zł,"44,73 m²",M jak Marczukowska | funkcjonalne mieszkanie M24,2,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,cegła,pierwotny
469 203 zł,"63,11 m²",Duo Apartamenty | mieszkanie B/4,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,parter/2,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
327 000 zł,"35,36 m²",Mieszkaj/Inwestuj,1,Zapytaj,Współrzędne dokładne,"Białystok, Bema, ul. Mikołaja Kopernika",53.12194,23.14492,4/6,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2021,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
Zapytaj o cenę,"75,93 m²",Duo Apartamenty | mieszkanie B/1,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,parter/2,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
573 000 zł,"69,42 m²",M jak Marczukowska | urocze mieszkanie M21,3,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
Zapytaj o cenę,"42,34 m²",Duo Apartamenty | mieszkanie B/3,2,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,parter/2,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
338 000 zł,"46,1 m²",Ul. Pułaskiego. 2 pokoje.,2,do zamieszkania,Współrzędne dokładne,"Białystok, Nowe Miasto, ul. Kazimierza Pułaskiego",53.108744,23.126463,4/4,458 zł,spółdzielcze własnościowe,balkon,Zapytaj,brak informacji,1995,blok,nie,brak informacji,brak informacji,cegła,wtórny
Zapytaj o cenę,"107,57 m²",Duo Apartamenty | mieszkanie B/28,3,do wykończenia,Współrzędne dokładne,"Białystok, Zawady, ul. Lodowa",53.165295,23.118647,2/2,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
119 000 zł,72 m²,Mieszkanie w Bondarach niedaleko zalewu Siemianówk,4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Bondary, białostocki, podlaskie",52.9422,23.7451,parter/2,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
335 000 zł,"49,77 m²",Mieszkanie 3 pokoje z widokiem na jezioro Białe,3,do remontu,Współrzędne dokładne,"ul. Turystyczna , Augustów, augustowski",53.853862,23.054074,3/4,500 zł,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,cegła,wtórny
Zapytaj o cenę,"38,83 m²",2-pokojowe mieszkanie z ogródkiem w Centrum,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
390 000 zł,"30,5 m²",Nowe wykończona Kawalerka przy g. Jurowieckiej,1,do zamieszkania,Współrzędne dokładne,"Sienkiewicza, Białystok, Białystok",53.13843,23.160383,5/6,Zapytaj,Zapytaj,Zapytaj,Zapytaj,2022-12-01,2022,blok,tak,brak informacji,brak informacji,cegła,pierwotny
495 000 zł,41 m²,Nowe wykończone mieszkanie przy g. Jurowieckiej,2,do zamieszkania,Współrzędne dokładne,"Sienkiewicza, Białystok, Białystok",53.136473,23.163643,3/6,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2022,blok,tak,brak informacji,brak informacji,cegła,pierwotny
162 000 zł,37 m²,"*Mieszkanie 37 m2, blisko centrum*Pierwsze piętro*",2,do remontu,Współrzędne dokładne,"Bielsk Podlaski, bielski, podlaskie",52.770144,23.183619,1/4,300 zł,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,monitoring / ochrona,brak informacji,wtórny
270 000 zł,"24,6 m²","Mieszkanie w pełni wyposażone, Antoniuk",1,do zamieszkania,Współrzędne dokładne,"Antoniuk, Białystok, Białystok",53.14009,23.13099,4/4,250 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,1970,blok,nie,brak informacji,brak informacji,cegła,wtórny
360 000 zł,"60,78 m²",Mieszkanie 3-pokojowe na osiedlu południe,3,do zamieszkania,Współrzędne dokładne,"Łomża, Łomża, podlaskie",53.163194,22.070812,1/4,"359,96 zł",spółdzielcze własnościowe,Zapytaj,Zapytaj,brak informacji,1980,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
470 000 zł,60 m²,3 pokoje na os. Bcieczki*gotowe do zamieszkania,3,do zamieszkania,Współrzędne dokładne,"Bacieczki, Białystok, Białystok",53.156345,23.089141,parter/3,500 zł,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2005,blok,nie,brak informacji,brak informacji,cegła,wtórny
349 000 zł,51 m²,***3 Pokoje**1 Piętro**Cegła***,3,do zamieszkania,Współrzędne dokładne,"Białystok, Leśna Dolina, Aleja Jana Pawła II",53.14265,23.09203,1/4,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,cegła,wtórny
255 000 zł,60 m²,***Mieszkanie W Siemiatyczach***Piękny Widok***,3,do zamieszkania,Współrzędne dokładne,"Siemiatycze, siemiatycki, podlaskie",52.42735,22.8676,4/4,700 zł,spółdzielcze własnościowe,balkon,Zapytaj,brak informacji,1990,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
349 000 zł,44 m²,Gruntowa | cegła | 44mkw | 3 pokoje z korytarza,3,Zapytaj,Współrzędne dokładne,"Białystok, Młodych, ul. Gruntowa",53.135518,23.123855,4/4,Zapytaj,spółdzielcze własnościowe,balkon,Zapytaj,brak informacji,1970,blok,nie,brak informacji,brak informacji,cegła,wtórny
329 000 zł,"61,47 m²",Mieszkanie w spokojnej części miasta !,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Suwałki, Suwałki, podlaskie",54.10253,22.92554,4,"662,75 zł",spółdzielcze własnościowe,balkon,Zapytaj,brak informacji,1981,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
349 000 zł,"44,3 m²",Osiedle Młodych 3 pokoje po remoncie 349 tys. Pln,2,Zapytaj,Współrzędne dokładne,"Młodych, Białystok, Białystok",53.13473,23.12517,4/4,400 zł,Zapytaj,Zapytaj,Zapytaj,2022-11-30,1970,blok,nie,brak informacji,brak informacji,cegła,wtórny
