prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
Zapytaj o cenę,"97,23 m²",4-pokojowe mieszkanie 97m2 + ogródek,4,do wykończenia,Współrzędne dokładne,"ul. Ks. Norberta Bończyka , Karłowice, lubański",51.13875,17.03838,parter/2,Zapytaj,pełna własność,"taras, balkon, ogródek",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"45,44 m²",2-pokojowe mieszkanie 45m2 + balkon,2,do wykończenia,Współrzędne dokładne,"Wrocław, Poświętne, Ramiszowska",51.15431,17.03733,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
482 090 zł,"67,9 m²",4-pokojowe mieszkanie 67m2 + balkon,4,do wykończenia,Współrzędne dokładne,"ul. Różana , Siechnice, wrocławski",51.031899,17.13925,2/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
497 000 zł,"29,2 m²",Nowe z 2023 gotowe do zamieszkania Centrum bez PCC,2,do zamieszkania,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Braniborska",51.111146,17.012854,1/9,300 zł,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",beton komórkowy,pierwotny
506 000 zł,"38,7 m²",Prestiż.Osiedle|Centrum|Tuż Przy Parku|Taras,2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Stare Miasto, Wrocław, Wrocław",51.1175,17.02196,parter/6,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,brak informacji,brak informacji,pierwotny
1 850 000 zł,96 m²,"Elegancki apartament, centrum, duży taras",4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Południe, Wrocław, Wrocław",51.07012,17.09011,> 10,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,brak informacji,brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"53,39 m²",3-pokojowe mieszkanie 53m2 + balkon,3,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Farna",51.144858,17.107892,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
397 005 zł,"59,7 m²",3 pokoje +miejsce parkingowe+ komórka lokatorska,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Oława, oławski, dolnośląskie",50.928959,17.305547,2/2,270 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
912 600 zł,78 m²,5-pokojowy apartament 78m2 + taras Bez Pośredników,5,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",51.109209,17.12073,parter/3,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"92,59 m²",4-pokojowe mieszkanie 92m2 + 2 balkony,4,do wykończenia,Współrzędne dokładne,"Wrocław, Południe, ul. gen. Józefa Haukego-Bosaka",51.10494,17.04604,2/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"62,68 m²",3-pokojowe mieszkanie 62m2 + 2 tarasy Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Wrocław, Poświętne, Ramiszowska",51.15431,17.03733,1/4,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
484 500 zł,49 m²,Cesja Krzyki Park Mieszkanie 2 pokoje Top!! Od Zar,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wrocław, Wrocław, dolnośląskie",51.10195,17.03667,3/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,"system alarmowy, monitoring / ochrona",brak informacji,pierwotny
497 000 zł,30 m²,"PRZEDSPRZEDAŻ, wykończone, centrum, Rynek, bez PCC",2,do zamieszkania,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Braniborska",51.111146,17.012854,1/9,320 zł,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",beton komórkowy,pierwotny
449 000 zł,57 m²,Mieszkanie Nowa Północ,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zgorzelec, zgorzelecki, dolnośląskie",51.14865,15.01585,1,170 zł,pełna własność,balkon,Zapytaj,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon",brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"86,89 m²",5-pokojowe mieszkanie 86m2 + balkon Bezpośrednio,5,do wykończenia,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. Ułańska",51.052229,17.013879,2/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
387 750 zł,"59,65 m²",Nowa inwestycja- Chrobry Apartamenty!,4,do wykończenia,Współrzędne dokładne,"ul. Wojska Polskiego , Głogów, głogowski",51.658099,16.067115,Zapytaj,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,brak informacji,tak,brak informacji,brak informacji,cegła,pierwotny
Zapytaj o cenę,"85,1 m²",3-pokojowe mieszkanie 85m2 + balkon Bezpośrednio,3,do wykończenia,Współrzędne dokładne,"Wrocław, Południe, ul. gen. Józefa Haukego-Bosaka",51.10494,17.04604,4/7,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
187 887 zł,"27,23 m²",OGRÓDEK | Najlepsza CENA | ostatnie !!,1,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Świdnica, świdnicki, dolnośląskie",50.844166,16.490959,parter,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
Zapytaj o cenę,"59,39 m²",3-pokojowe mieszkanie 59m2 + balkon,3,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Jana Lechonia",51.053415,17.036145,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
587 100 zł,"51,5 m²",3-pokojowy apartament 51m2 + taras Bez Pośredników,3,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",51.109209,17.12073,parter/3,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
691 968 zł,"38,02 m²",2-pokojowe mieszkanie 38m2 + balkon,2,do wykończenia,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Czysta",51.10309,17.033028,1/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
599 382 zł,"46,34 m²",1-pokojowe mieszkanie 46m2 + balkon Bez Prowizji,1,do wykończenia,Współrzędne dokładne,"Wrocław, Szczepin, Długa/ul. Gnieźnieńska",51.123956,17.014852,6/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"48,96 m²",2-pokojowe mieszkanie 48m2 + ogródek Bez Prowizji,2,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Farna",51.144858,17.107892,parter/3,Zapytaj,pełna własność,"taras, ogródek",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
2 006 850 zł,"87,69 m²",4-pokojowe mieszkanie 87m2 + balkon Bezpośrednio,4,do wykończenia,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Czysta",51.10309,17.033028,6/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
417 312 zł,"77,28 m²",Zgorzelec- Łagów -lokal mieszkalny z ogródkiem,4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Łagów, zgorzelecki, dolnośląskie",51.15899,15.04427,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"71,72 m²",4-pokojowe mieszkanie 71m2 + balkon Bezpośrednio,4,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Zielna",51.142647,17.116403,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"63,57 m²",Ładne Mieszkanie Osiedle Jaśmin | A 4-12,4,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Grodzieńska",51.13922,17.134245,2/2,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
458 820 zł,"50,98 m²",HEA Park | nowe mieszkanie 3_4_M5,3,do wykończenia,Współrzędne dokładne,"ul. Osiedlowa , Siechnice, wrocławski",51.026558,17.152708,3/3,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
454 145 zł,"74,45 m²",PARKOWY DWÓR Wrocław - Kobierzyce D-K2-3-M1 gotowe,3,do wykończenia,Współrzędne dokładne,"ul. Dębowa , Kobierzyce, wrocławski",50.97435,16.932169,poddasze,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2021,brak informacji,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
Zapytaj o cenę,"67,18 m²",Apartament 3-pokojowy z tarasem OKO KARKONOSZY,3,do wykończenia,Współrzędne dokładne,"Jelenia Góra, Centrum, ul. Okopowa",50.899445,15.716784,5/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
396 000 zł,"44,04 m²",KRZYWOUSTEGO 295-nowe wnętrza w zabytkowym budynku,2,Zapytaj,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Bolesława Krzywoustego",51.14544,17.112179,1/2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2024,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
366 460 zł,"50,2 m²","Apartamenty Kochanowskiego M 5/0 50,20m2+ogród K2",2,do wykończenia,Współrzędne dokładne,"Lubin, Centrum, ul. Jana Kochanowskiego",51.39871,16.186172,parter/3,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",silikat,pierwotny
195 000 zł,"33,1 m²",Zielone Tarasy III etap inwestycji już w sprzedaży,2,do wykończenia,Współrzędne dokładne,"ul. Władysława Łokietka / Bohaterów Powstania Warszawskiego , Chojnów, legnicki",51.267834,15.943427,parter/5,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,tak,"telewizja kablowa, internet","domofon / wideofon, rolety antywłamaniowe",keramzyt,pierwotny
796 200 zł,"66,35 m²",2-poziomowe Mieszkanie * Ekspozycja Południowa,2,do wykończenia,Współrzędne dokładne,"Wrocław, Partynice, ul. Partynicka",51.06357,16.993057,6/6,150 zł,pełna własność,"balkon, taras",Zapytaj,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",żelbet,pierwotny
Zapytaj o cenę,"50,67 m²","~ The Upper House by Angel ~ basen, sauny, fitness",2,do wykończenia,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Walońska",51.10452,17.050913,7/14,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
363 208 zł,"43,76 m²",2-pokojowe mieszkanie 43m2 + balkon,2,do wykończenia,Współrzędne dokładne,"ul. Jodłowa , Oława, oławski",50.937168,17.274565,3/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
616 497 zł,"80,84 m²","Nowe mieszkanie, 3D.2.3",2,Zapytaj,Współrzędne dokładne,"Wrocław, Maślice, ul. Maślicka",51.152832,16.940695,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2023,blok,nie,brak informacji,brak informacji,silikat,pierwotny
503 301 zł,"79,26 m²",Ogrody Zawiszów | mieszkanie C9,4,do wykończenia,Współrzędne dokładne,"ul. Bolesława Krzywoustego , Świdnica, świdnicki",50.858093,16.491352,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2022-12-31,2022,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
515 207 zł,"66,91 m²",Kopernika 16 | ustawne mieszkanie BM32,3,do wykończenia,Współrzędne dokładne,"ul. Mikołaja Kopernika , Oleśnica, oleśnicki",51.211813,17.401766,4/4,Zapytaj,pełna własność,"taras, balkon",garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
462 886 zł,"43,22 m²",PAWIA OD NOWA zabytkowy folwark wyjątkowe wnętrza,2,Zapytaj,Współrzędne dokładne,"Wrocław, Krzyki, ul. Pawia",51.064816,17.038706,1,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2024,brak informacji,nie,brak informacji,"teren zamknięty, domofon / wideofon",brak informacji,pierwotny
810 655 zł,"41,15 m²",Rezydencja AQUA | bud. U3 | mieszkanie C29,2,do wykończenia,Współrzędne dokładne,"ul. Urocza , Szklarska Poręba, karkonoski",50.817257,15.525325,poddasze/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
Zapytaj o cenę,"45,43 m²",Czajcza | ustawne mieszkanie nr 9,2,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Czajcza",51.132954,17.096584,2/2,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"46,37 m²","Mieszkanie nr 48#Inwestycja Nowa Kurkowa#46,37m2",2,do wykończenia,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Kurkowa",51.120876,17.02726,4/5,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
440 000 zł,"62,63 m²",Komfortowe mieszkanie deweloperskie,4,do wykończenia,Współrzędne dokładne,"ul. Ogrodowa , Chojnów, legnicki",51.271843,15.927575,parter/2,Zapytaj,pełna własność,taras,Zapytaj,brak informacji,2021,kamienica,tak,"telewizja kablowa, internet","domofon / wideofon, rolety antywłamaniowe",keramzyt,pierwotny
373 182 zł,"60,68 m²",M3 w stanie deweloperskim- Zgorzelec,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zgorzelec, zgorzelecki, dolnośląskie",51.14865,15.01585,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
487 458 zł,"25,23 m²",1-pokojowe mieszkanie 25m2 + balkon Bez Prowizji,1,do wykończenia,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Czysta",51.10309,17.033028,1/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"77,99 m²",3-pokojowe mieszkanie 77m2 + 2 balkony,3,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.055017,17.056856,parter/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
592 599 zł,"57,52 m²",3-pokojowe mieszkanie 57m2 + 2 balkony,3,do wykończenia,Współrzędne dokładne,"Wrocław, Żerniki, ul. Macieja Przybyły",51.115801,16.921704,2/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
757 000 zł,76 m²,5-pokojowe mieszkanie 76m2 + balkon,5,do wykończenia,Współrzędne dokładne,"Wrocław, Oporów, ul. Ibn Siny Awicenny",51.082544,16.957264,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
461 020 zł,"62,3 m²",3-pokojowe mieszkanie 62m2 + 2 balkony,3,do wykończenia,Współrzędne dokładne,"ul. Różana , Siechnice, wrocławski",51.031899,17.13925,1/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
443 874 zł,"62,01 m²",3-pokojowe mieszkanie 62m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"ul. Juliana Tuwima , Siechnice, wrocławski",51.03251,17.16312,2/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
Zapytaj o cenę,"111,78 m²",4-pokojowe mieszkanie 111m2 + 2 balkony,4,do wykończenia,Współrzędne dokładne,"ul. Buforowa , Iwiny, wrocławski",51.055017,17.056856,parter/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"51,33 m²",2-pokojowe mieszkanie 51m2 + ogródek Bezpośrednio,2,do wykończenia,Współrzędne dokładne,"Wrocław, Południe, ul. gen. Józefa Haukego-Bosaka",51.10494,17.04604,1/7,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
932 484 zł,"52,86 m²",3-pokojowe mieszkanie 52m2 + balkon Bez Prowizji,3,do wykończenia,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Czysta",51.10309,17.033028,1/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
503 193 zł,"46,89 m²",2-pokojowe mieszkanie 46m2 + balkon,2,do wykończenia,Współrzędne dokładne,"Wrocław, Żerniki, ul. Macieja Przybyły",51.115801,16.921704,1/2,Zapytaj,pełna własność,balkon,Zapytaj,0,0,0,0,0,0,0,0
387 927 zł,34 m²,2 Pokoje | Księże Wielkie | Stan deweloperski z KW,2,do wykończenia,Współrzędne dokładne,"Wrocław, Księże Wielkie, ul. Blizanowicka",51.07745,17.091685,2/2,300 zł,pełna własność,balkon,Zapytaj,brak informacji,2022,apartamentowiec,tak,brak informacji,"domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
475 000 zł,77 m²,"Segment z ogrodem w cenie mieszkania, Os. Sudeckie",4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Świdnica, świdnicki, dolnośląskie",50.844166,16.490959,parter,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,nie,brak informacji,brak informacji,pustak,pierwotny
349 232 zł,"47,84 m²","Zawiszów, Krzywoustego 41, 3-pokoje I M19",3,do wykończenia,Współrzędne dokładne,"ul. Bolesława Krzywoustego , Świdnica, świdnicki",50.85717,16.495129,2/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,tak,brak informacji,brak informacji,silikat,pierwotny
289 500 zł,"38,6 m²",Mieszkanie 2-pok. na Zawiszowie I M14,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zawiszów, świdnicki, dolnośląskie",50.86888,16.48818,1/3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,blok,tak,internet,domofon / wideofon,silikat,pierwotny
491 746 zł,"69,26 m²",3pok+kuchnia+OGRÓDEK+2miej.parking+kom.lokatorska,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Oława, oławski, dolnośląskie",50.928959,17.305547,parter/2,320 zł,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",brak informacji,pierwotny
598 500 zł,90 m²,Sprzedam apartament w Godzikowicach k/Oławy A1,5,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Oława, oławski, dolnośląskie",50.928959,17.305547,parter/1,Zapytaj,Zapytaj,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
571 500 zł,90 m²,Sprzedam apartament w Godzikowicach k/Oławy A2,5,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Oława, oławski, dolnośląskie",50.928959,17.305547,parter/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
